url,outlet,SB,id,RC1_Position_CL,RC1_Position_CR,RC2_Position_CL,RC2_Position_CR,RC3_Position_CL,RC3_Position_CR,RC4_Position_CL,RC4_Position_CR,RC5_Position_CL,RC5_Position_CR,RC6_Position_CL,RC6_Position_CR,Overall_Position_CL,Overall_Position_CR,SB_labeled
https://www.ambito.com/politica/elecciones-2019/tras-su-breve-paso-la-asamblea-la-onu-macri-retomo-la-campana-junto-vidal-n5056463,Ambito Financiero,0.0,162046142580806275,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1.0
https://tn.com.ar/politica/el-whatsapp-de-marcos-pena-que-es-furor-en-cambiemos-tras-el-anuncio-de-cristina_963504/,Todo Noticias,0.0,7079218842215424136,0,1,0,1,-1,0,-1,1,-1,1,0,0,-1,1,1.0
https://www.contextotucuman.com/nota/163732/cambiemos-dejaria-un-piso-de-40_por_ciento-de-pobreza-en-2019-representa-4-5-millones-de-%E2%80%9Cnuevos%E2%80%9D-pobres.html#.XXlkot6oU_4.twitter,Contexto,-1.0,-407609556282023209,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1.0
https://www.lanacion.com.ar/politica/acusan-candidato-diputado-cambiemos-grabar-audio-criticando-nid2291526/?utm_medium=Echobox&utm_source=Facebook#Echobox=1569516135,La Nacion,1.0,-5925785954683731764,0,-1,0,-1,0,0,0,1,-1,0,0,-1,0,-1,-1.0
https://www.lanacion.com.ar/economia/uia-funes-rioja-pidio-reformas-macro-no-nid2289024/,La Nacion,0.333333333333333,8802848438372110227,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0.0
https://www.clarin.com/politica/asesor-estrella-ricardo-echegaray-afip-paso-juicio-oral-pedir-coimas_0_AKiDg28N.html?utm_source=dlvr.it&utm_medium=twitter,Clarin,1.0,5181993169231590473,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1.0
https://www.clarin.com/opinion/impacto-votos-obliga-macri-sacrificio_0_QKY_i1oj2.html?utm_source=dlvr.it&utm_medium=twitter,Clarin,-0.285714285714285,-6304714221410506321,0,0,0,0,0,1,0,-1,0,1,0,-1,0,0,0.0
https://www.laizquierdadiario.com/Por-que-quedo-detenido-Cesar-Milani,La Izquierda Diario,-0.5,7995183355652029869,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0.0
https://www.cronista.com/economia-politica/Macri-Estamos-saliendo-de-la-crisis-sin-cambiar-las-reglas-de-juego-20190408-0081.html#Echobox=1554774937,El Cronista,-0.333333333333333,9195529169829762687,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.0
https://www.contextotucuman.com/nota/147632/fotografo-que-retrato-al-macri-%E2%80%9Cpinocho%E2%80%9D-es-uno-de-los-56-despedidos-en-clarin.html,Contexto,-0.5,-8757893673370757928,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,-1.0
https://www.pagina12.com.ar/198974-matias-lammens-estaba-seguro-que-macri-iba-a-hacer-este-desa,Pagina 12,-0.375,7647275966684794992,1,-1,1,-1,-1,-1,0,-1,1,-1,0,-1,1,-1,-1.0
